"event_id","name","start_time","end_time","timezone","location","description","event_type","link","latitude","longitude","liked_count","viewed_count","trending_score"
143,Clean Break Donation Day!,"2025-05-15 10:00:00","2025-05-15 14:00:00",EDT,"Lot 16, Brown Street and Lot 55, Young Orchard Ave","Have items you no longer need? Donate with Clean Break! Bring your donation items to Lot 16 Brown Street (across from Wayland Arch) or Lot 55 Young Orchard Ave on May 15, 16, 17, 21 or 22 at set times. Please note that donations are accepted only at the designated sites, dates, and times listed (see details below).You can see what items are accepted, what organizations are accepting donations and the schedule and location details for each donation day on the Clean Break webpage.
  In addition to donation days, this year the Brown Office of Sustainability & Resiliency is piloting a program that provides students with a new way to donate textiles on a more flexible schedule. To use this program students can:
Sign up here by May 11th
Pick up your free bag at your campus mailbox
- The first 1,000 students who sign up will receive one FREE bag. Bags will be delivered to your mailbox by May 14th.
Stuff your bag with up to 15lbs of clothes, shoes, sports gear, bags, accessories, hats, socks, even undies (must be washed, please).
Activate your bag: Scan the QR code on your bag to register it with Trashie and select a free shipping label option and drop-off location.
Drop Off your bag. Students have two drop off options:
- Print out and affix a free shipping label. Drop it off at Paige Robinson Mail Services, or return it at any UPS location.
- Select a digital shipping label and return it to any UPS Store (closest campus UPS Store is 11 S Angell Street).
There is a 1 bag per student limit, and bags are available only while supplies last. We welcome your feedback on this pilot program. Please contact melissa_berry@brown.edu with any thoughts, questions, or ideas.",,https://events.brown.edu/event/310935-clean-break-donation-day,,,0,0,0.0
144,"Adoration, Confession and Daily Mass - Brown RISD Catholic Community","2025-05-15 10:45:00",,EDT,Brown-RISD Catholic Center,"Please join us for adoration, confession and daily mass every Thursday at the Brown-RISD Catholic Center, located at 51 Prospect Street.
  10:45 AM to 11:45 AM - Adoration and Confession
12:05 PM - Mass",,https://events.brown.edu/event/308197-adoration-confession-and-daily-mass-brown-risd,,,0,0,0.0
145,DIAC Brainstorming Tea,"2025-05-15 12:00:00",,EDT,Geo-Chem Building,"Join the DEEPS Diversity, Inclusion, and Action Committee (DIAC) for a casual tea-time chat! Relax over some light refreshments and good company, and chat with the DAIC Representatives – we want to hear your questions, ideas, opinions, and inspirations. All members of the department are welcome!",,https://events.brown.edu/event/310601-diac-brainstorming-tea,41.8259,-71.3995,0,0,0.0
146,Perception & Action Seminar Series,"2025-05-15 12:00:00","2025-05-15 13:00:00",EDT,Metcalf Research Building,"Speaker: Anthony Bruno (Brown)
Title: TBA
Abstract: TBA",,https://events.brown.edu/event/304027-perception-action-seminar-series,41.8267,-71.4007,0,0,0.0
147,Lessons in Leadership | The Five Agilities Approach to Navigate Uncertainty,"2025-05-15 12:00:00","2025-05-15 13:00:00",EDT,Online,"Change is all around us — rapidly shifting technologies, including AI, uncertainty about government regulations, changing customer preferences and dynamic employee expectations, to name a few sources. Old methods are insufficient, leaders fail and companies collapse.
We know we need to be agile as leaders. But how?
This webinar reveals the secret formula behind the world’s most resilient and impactful leaders, who help their organizations and communities thrive, no matter the turbulence. You’ll discover how five essential types of agility — analytical, operational, inventive, communicative, and visionary agilities — can make you a dynamic leader and how you can transform uncertainty into opportunity. You’ll learn how to confidently navigate complexity and orchestrate rapid adaptation. Imagine making smarter decisions, inspiring a culture of bold innovation and confidently guiding your team through even the toughest challenges.",Online only,https://events.brown.edu/event/310756-lessons-in-leadership-the-five-agilities-approach,,,0,0,0.0
148,"IMPACT Collab. Grand Rounds: Jinying Chen, PhD, Lindsay White, PhD, Kenneth Lam, MD, MAS, and Yongkang Zhang, PhD, MS | Bridging Research and Practice: An Update from Real World Data Scholars","2025-05-15 12:00:00","2025-05-15 13:00:00",EDT,,"NIA IMPACT Collaboratory Grand Rounds
Thursday, May 15, 2025
12:00 – 1:00 pm ET
“Bridging Research and Practice:
An Update from Real World Data Scholars”
Presented by:
Jinying Chen, PhD
Boston University Chobanian & Avedisian School of Medicine
Validating Medication Orders by Leveraging Natural Language Processing
and
Lindsay White, PhD
University of Pennsylvania Perelman School of Medicine
Determination of Cognitive Status in NH Residents: The Utility of EHR Data
and
Kenneth Lam, MD, MAS
University of Colorado
School of Medicine
Validation of Functional Measures in LTC EHR Data
and
Yongkang Zhang, PhD, MS
Weill Cornell Medical College
Evaluating LTC Data Cooperative EHRs to Study T2D among Nursing Home Residents
Zoom Conferencing
Join from PC, Mac, iOS or Android: https://hebrewseniorlife.zoom.us/j/82975236412
Dial-In: +1 646 518 9805 US (New York) or +1 213 338 8477 US (Los Angeles)
Meeting ID: 829 7523 6412",Online only,https://events.brown.edu/event/310926-impact-collab-grand-rounds-jinying-chen-phd,,,0,0,0.0
149,CANCELED: Protestant Midday Prayer,"2025-05-15 12:15:00","2025-05-15 12:45:00",EDT,Manning Chapel,"Join the Protestant community for a brief midday prayer each Thursday at 12:15 in Manning Chapel. The prayer service includes hymn singing, a scripture reading, and time for reflection. All are welcome!",,https://events.brown.edu/event/304540-protestant-midday-prayer,41.8275,-71.4028,0,0,0.0
150,Applied Inclusive Leadership Certificate | Info Session,"2025-05-15 12:30:00","2025-05-15 13:00:00",EDT,,"Navigating the complexities of today’s DEI landscape requires more than good intentions. Brown’s Applied Inclusive Leadership Certificate provides the concrete strategies and practical skills you need to not just talk about inclusion, but to actively build it within your organization. Join our info session to discover how this program can empower you to find a path forward and become a catalyst for meaningful and sustainable change.",Online only,https://events.brown.edu/event/310757-applied-inclusive-leadership-certificate-info,,,0,0,0.0
151,LCC: Population Sciences - Dr. Karl T. Kelsey,"2025-05-15 13:00:00","2025-05-15 14:00:00",EDT,Zoom only,"Please join the LCC and Population Sciences Program for a zoom only seminar with Karl T. Kelsey, MD.  Dr. Kelsey will give a talk titled: “Biomarkers of Response to Immunotherapy in Head and Neck Cancer ”. 
15 of May, Thursday at 1:00 pm.",Online only,https://events.brown.edu/event/310971-lcc-population-sciences-dr-karl-t-kelsey,,,0,0,0.0
152,Graduate Career Fellow Open Hours for PhD Students (Hybrid),"2025-05-15 16:00:00","2025-05-15 17:00:00",EDT,Virtual or 167 Angell Street,"Come to our Graduate Career Fellow Open Hours for quick questions, utilizing career center resources, and editing/drafting resumes and cover letters.
No appointment needed. Just walk in.
For in-person open hours: 167 Angell Street • 1st Floor Conference Room
For Virtual Hours: Connect Here",,https://events.brown.edu/event/310628-graduate-career-fellow-open-hours-for-phd-students,,,0,0,0.0
153,Thinking Out Loud: Public Health: Did We Lose Our Way?,"2025-05-15 16:00:00","2025-05-15 17:00:00",EDT,Andrews House,"Join the Office of the Provost for the latest event in the Brown University Presidential Colloquium Series, Thinking Out Loud: Deciphering Mysteries of Our World and Beyond.
Featuring Erica Walker, RGSS Assistant Professor of Epidemiology at the Brown University School of Public Health
With opening remarks by Provost Francis J. Doyle III
Audience Q&A and reception to follow.
About the event
Recently, while installing an air and noise pollution monitoring network in a small rural town preparing for the arrival of one of the world’s largest manufacturing plants, a simple comment from a local leader captured a deeper truth: “We didn’t think you were going to show up.” Unfortunately, this sentiment is far too common. Across the country, communities express deep skepticism toward academic researchers — especially in public health — citing broken promises, lack of follow-through and a failure to listen.
In this talk, Erica Walker, an assistant professor of epidemiology at the Brown University School of Public Health, offers a candid reflection — a “love letter” to the field of public health — on how researchers can regain the trust of the communities they seek to serve. Drawing on personal experiences as a noise pollution researcher, Walker will challenge attendees to rethink the way academic work is approached, urging a shift away from what they call “academic noise”: focusing on the wrong questions in the wrong places at the wrong time. Join us for a powerful conversation about showing up, listening deeply, and ensuring our research truly matters.
About the speaker
Erica Walker is the RGSS Assistant Professor of Epidemiology at the Brown University School of Public Health and the founder of the Community Noise Lab. Her research focuses on measuring community-level environmental pollutants and assessing their impacts on adolescent health, particularly in overlooked and underinvested areas.
About the series
Scientists and engineers are often perceived as living intellectual lives that are mysterious — simultaneously wondrous and arcane. The Brown University Presidential Colloquium Series, Thinking Out Loud: Deciphering Mysteries of Our World and Beyond, showcases profoundly creative and accomplished scholars who not only tackle some of the biggest “Big Questions” there are, but also skillfully communicate their inner visions to broad audiences.
Sponsored by the Office of the President and the Office of the Provost",,https://events.brown.edu/event/310905-thinking-out-loud-public-health-did-we-lose-our,41.824,-71.4023,0,0,0.0
154,Leavetakers Graduation Event,"2025-05-15 17:15:00","2025-05-15 19:00:00",EDT,Stephen Robert ’62 Campus Center,"Are you graduating in 2025 after having taken a leave from Brown? Please join us on May 15th to celebrate your remarkable achievement!  Knowing that taking a leave might have meant missing out on celebrating and walking with your “original” class, this event is our way of ensuring you receive the recognition you deserve, surrounded by peers who share your experience. You can expect a celebration with light refreshments, fun, and festivities, so feel free to dress up a little to celebrate this special occasion. We encourage festive attire; however, your presence is most important, so please wear whatever makes you comfortable and ready to celebrate!
Questions? Please contact leavetakers@brown.edu
Dress Code: Dress up if you want, or not if you don’t.",,https://events.brown.edu/event/309994-leavetakers-graduation-event,41.8268,-71.4031,0,0,0.0
